image_id,input_path,target_path
101aa348-cf5a-4097-b31c-03a65f457dd4_g3,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g3_generated.jpg
101aa348-cf5a-4097-b31c-03a65f457dd4_g4,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g4_generated.jpg
101aa348-cf5a-4097-b31c-03a65f457dd4_g9,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g9_generated.jpg
101afb03-0b4d-4d45-87c6-e603fd7f60e9_g1,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g1_generated.jpg
101afb03-0b4d-4d45-87c6-e603fd7f60e9_g12,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g12_generated.jpg
101afb03-0b4d-4d45-87c6-e603fd7f60e9_g14,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g14_generated.jpg
101afb03-0b4d-4d45-87c6-e603fd7f60e9_g8,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g8_generated.jpg
101afb03-0b4d-4d45-87c6-e603fd7f60e9_g9,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101afb03-0b4d-4d45-87c6-e603fd7f60e9_g9_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g0,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g0_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g1,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g1_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g10,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g10_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g12,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g12_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g15,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g15_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g18,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g18_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g19,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g19_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g2,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g2_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g3,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g3_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g4,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g4_generated.jpg
101d3401-73d3-4132-837f-d14db66be470_g9,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101d3401-73d3-4132-837f-d14db66be470_g9_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g0,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g0_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g1,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g1_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g10,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g10_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g11,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g11_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g12,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g12_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g14,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g14_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g15,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g15_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g16,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g16_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g17,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g17_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g18,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g18_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g19,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g19_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g2,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g2_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g3,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g3_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g4,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g4_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g5,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g5_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g6,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g6_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g7,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g7_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g8,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g8_generated.jpg
10203329-0229-4450-9218-cc651f3856ee_g9,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10203329-0229-4450-9218-cc651f3856ee_g9_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g10,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g10_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g13,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g13_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g2,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g2_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g4,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g4_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g6,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g6_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g8,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g8_generated.jpg
10256a34-7b27-48dc-868f-bd5adcf34882_g9,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10256a34-7b27-48dc-868f-bd5adcf34882_g9_generated.jpg
10369095-291e-433e-b295-5cfabd8d7a9c_g1,automatic-lens-correction\lens-correction-train-cleaned\10369095-291e-433e-b295-5cfabd8d7a9c_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10369095-291e-433e-b295-5cfabd8d7a9c_g1_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g0,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g0_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g13,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g13_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g15,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g15_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g16,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g16_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g17,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g17_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g18,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g18_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g19,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g19_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g3,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g3_generated.jpg
10374b82-38ae-4d0f-b3a4-71801f1754cd_g7,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10374b82-38ae-4d0f-b3a4-71801f1754cd_g7_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g0,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g0_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g12,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g12_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g2,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g2_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g3,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g3_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g4,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g4_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g6,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g6_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g7,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g7_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g8,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g8_generated.jpg
1051f233-0701-474a-943a-dd0b14e585f2_g9,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1051f233-0701-474a-943a-dd0b14e585f2_g9_generated.jpg
105fd130-f4ed-4ae3-ae9c-142f93475ae7_g4,automatic-lens-correction\lens-correction-train-cleaned\105fd130-f4ed-4ae3-ae9c-142f93475ae7_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\105fd130-f4ed-4ae3-ae9c-142f93475ae7_g4_generated.jpg
105fd130-f4ed-4ae3-ae9c-142f93475ae7_g7,automatic-lens-correction\lens-correction-train-cleaned\105fd130-f4ed-4ae3-ae9c-142f93475ae7_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\105fd130-f4ed-4ae3-ae9c-142f93475ae7_g7_generated.jpg
105fd130-f4ed-4ae3-ae9c-142f93475ae7_g8,automatic-lens-correction\lens-correction-train-cleaned\105fd130-f4ed-4ae3-ae9c-142f93475ae7_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\105fd130-f4ed-4ae3-ae9c-142f93475ae7_g8_generated.jpg
1074735a-36de-4939-b4df-ed482176a817_g0,automatic-lens-correction\lens-correction-train-cleaned\1074735a-36de-4939-b4df-ed482176a817_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1074735a-36de-4939-b4df-ed482176a817_g0_generated.jpg
10ab47e4-821e-4188-a7ef-d1c19997e0e6_g1,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g1_generated.jpg
10ab47e4-821e-4188-a7ef-d1c19997e0e6_g10,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g10_generated.jpg
10ab47e4-821e-4188-a7ef-d1c19997e0e6_g13,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g13_generated.jpg
10ab47e4-821e-4188-a7ef-d1c19997e0e6_g15,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10ab47e4-821e-4188-a7ef-d1c19997e0e6_g15_generated.jpg
10dab721-bf26-46fe-996b-bdda0e5fcc05_g2,automatic-lens-correction\lens-correction-train-cleaned\10dab721-bf26-46fe-996b-bdda0e5fcc05_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10dab721-bf26-46fe-996b-bdda0e5fcc05_g2_generated.jpg
10e383e1-e7ba-466c-b15e-c6d12dfe92ac_g19,automatic-lens-correction\lens-correction-train-cleaned\10e383e1-e7ba-466c-b15e-c6d12dfe92ac_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\10e383e1-e7ba-466c-b15e-c6d12dfe92ac_g19_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g1,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g1_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g10,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g10_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g12,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g12_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g13,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g13_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g3,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g3_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g5,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g5_generated.jpg
11096d67-8db7-47de-8acf-b888fa8c131a_g6,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\11096d67-8db7-47de-8acf-b888fa8c131a_g6_generated.jpg
